"id","camp_name","year","location","loc_cow","success","Significant","Limited","Any_Progress","prim_meth","tactics","num_groups","Diverse","pop_share","Majority","Status3","Incumbent","prim_egip","prim_srpl","prim_jp","prim_excl","prim_irr","any_irrs","any_claim","prim_all_urb","prim_tek","prim_nv_years","prim_viol_years","sim_nv","sim_viol","cyear","territorial","total_part","camp_support","ingo_support","dias_support","e_gdppc","e_pop","v2x_polyarchy","v2x_cspart","v2x_egal","v2x_clphy","success_spell","progress_spell"
107,"JEM/SLA",2008,"Sudan",625,0,0,0,0,"0","Violent",3,"1",0.035,"0","Excluded","0",0,0,0,1,0,0,1,0,0,1,6,0,0,1,0,11000,1,0,1,3.325,3494.286,0.211,0.311,0.153,0.23,6,6
107,"JEM/SLA",2009,"Sudan",625,0,0,0,0,"0","Violent",3,"1",0.035,"0","Excluded","0",0,0,0,1,0,0,1,0,0,1,7,0,0,1,0,7500,1,0,1,3.488,3603.905,0.211,0.311,0.153,0.23,7,7
107,"JEM/SLA",2010,"Sudan",625,0,0,0,0,"0","Violent",3,"1",0.035,"0","Excluded","0",0,0,0,1,0,0,1,0,0,1,8,0,0,1,0,5000,1,0,1,3.678,3713.387,0.227,0.35,0.164,0.191,8,8
107,"JEM/SLA",2011,"Sudan",625,0,0,1,1,"0","Violent",3,"1",0.035,"0","Excluded","0",0,0,0,1,0,0,1,0,0,1,9,0,0,1,0,5950,1,0,1,3.808,3814.522,0.227,0.302,0.146,0.178,9,9
107,"JEM/SLA",2012,"Sudan",625,0,0,0,0,"0","Violent",3,"1",0.05,"0","Excluded","0",0,0,0,1,0,0,1,0,0,1,11,0,0,2,0,2900,1,0,1,3.781,3890.691,0.223,0.344,0.146,0.173,10,1
108,"JVP",1971,"Sri Lanka",780,0,0,0,0,"0","Violent",1,"0",0.7,"1","Incumbents","1",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20000,1,0,0,2.497,1391.527,0.61,0.443,0.631,0.53,1,1
109,"Jewish resistance",1945,"Palestine",NA,0,0,0,0,"0","Violent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,0,1,NA,NA,0.143,0.321,0.413,0.451,1,1
109,"Jewish resistance",1946,"Palestine",NA,0,0,0,0,"0","Violent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,0,0,1,NA,NA,0.143,0.321,0.413,0.451,2,2
109,"Jewish resistance",1947,"Palestine",NA,0,0,0,0,"0","Violent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,35000,1,0,1,NA,NA,0.08,0.321,0.413,0.451,3,3
109,"Jewish resistance",1948,"Palestine",NA,1,1,1,1,"0","Violent",1,"0",0.14,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,1,0,0,2,1,63000,1,0,1,NA,NA,0.08,0.321,0.413,0.451,4,4
110,"Kurdish civil conflict",1996,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,25,0,0,0,1,55000,1,1,0,3.935,2356.45,0.084,0.034,0.26,0.047,1,1
111,"KDPI",1979,"Iran",630,0,0,1,1,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,1,1,0,0,1,10000,0,0,0,7.27,3906.636,0.161,0.288,0.517,0.105,1,1
111,"KDPI",1980,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,2,0,0,1,1,10000,1,0,0,6.017,3979.837,0.169,0.127,0.596,0.078,2,1
111,"KDPI",1981,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,3,0,0,1,1,10000,1,1,0,5.508,4116.184,0.122,0.087,0.599,0.078,3,2
111,"KDPI",1982,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,4,0,0,1,0,10000,1,0,0,5.694,4322.24,0.106,0.085,0.599,0.065,4,3
111,"KDPI",1983,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,5,0,0,1,0,10000,1,1,0,5.754,4495.751,0.104,0.085,0.599,0.076,5,4
111,"KDPI",1984,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,6,0,0,1,1,10000,1,0,0,5.521,4645.662,0.107,0.171,0.586,0.076,6,5
111,"KDPI",1985,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,7,0,0,1,1,10000,1,0,0,5.256,4827.855,0.108,0.171,0.586,0.076,7,6
111,"KDPI",1986,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,8,0,0,1,1,10000,1,0,0,4.84,4997.126,0.11,0.171,0.586,0.076,8,7
111,"KDPI",1987,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,9,0,0,1,1,10000,1,0,0,4.627,5180.709,0.172,0.171,0.586,0.076,9,8
111,"KDPI",1988,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,10,0,0,1,1,10000,0,0,0,4.416,5343.899,0.178,0.171,0.586,0.076,10,9
111,"KDPI",1989,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,11,0,0,1,1,10000,0,0,0,4.51,5527.476,0.169,0.27,0.597,0.083,11,10
111,"KDPI",1990,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,12,0,0,1,1,10000,0,0,0,4.908,5751.562,0.162,0.298,0.561,0.083,12,11
111,"KDPI",1991,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,13,0,0,1,1,10000,0,0,0,5.37,5924.412,0.162,0.298,0.561,0.083,13,12
111,"KDPI",1992,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,14,0,0,1,1,10000,0,0,0,5.651,6066.592,0.161,0.298,0.561,0.083,14,13
111,"KDPI",1993,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,15,0,0,1,1,10000,0,0,0,5.838,6210.871,0.163,0.298,0.561,0.083,15,14
111,"KDPI",1994,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,16,0,0,1,1,10000,0,0,0,5.912,6301.09,0.166,0.298,0.561,0.083,16,15
111,"KDPI",1995,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,17,0,0,1,1,10000,0,0,0,6.048,6419.421,0.167,0.298,0.561,0.088,17,16
111,"KDPI",1996,"Iran",630,0,0,0,0,"0","Violent",1,"0",0.08,"0","Excluded","0",0,0,0,1,0,0,1,1,1,4,18,0,0,2,1,10000,0,0,0,6.364,6561.82,0.174,0.294,0.561,0.088,18,17
112,"Kabila-ADFL",1996,"Democratic Republic of Congo",490,0,0,0,1,"0","Violent",1,"0",0.02,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,20000,1,0,0,0.734,4731.134,0.177,0.319,0.261,0.13,1,1
112,"Kabila-ADFL",1997,"Democratic Republic of Congo",490,1,1,1,1,"0","Violent",1,"0",0.02,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,2,0,0,2,0,20000,1,0,0,0.691,4851.235,0.128,0.282,0.248,0.13,2,1
115,"Kashmiri Muslim separatists",1990,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,3000,1,0,1,1.795,90415.118,0.699,0.783,0.604,0.75,1,1
115,"Kashmiri Muslim separatists",1991,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,2,0,0,1,1,4000,1,0,1,1.835,91711.045,0.716,0.834,0.604,0.75,2,2
115,"Kashmiri Muslim separatists",1992,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,3,0,0,1,1,5000,1,1,1,1.891,93832.301,0.727,0.821,0.604,0.75,3,3
115,"Kashmiri Muslim separatists",1993,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,4,0,0,1,1,10000,1,1,1,1.963,95726.944,0.729,0.821,0.614,0.755,4,4
115,"Kashmiri Muslim separatists",1994,"India",750,0,0,0,1,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,5,0,0,1,1,7500,1,1,1,2.04,97431.082,0.736,0.841,0.614,0.755,5,5
115,"Kashmiri Muslim separatists",1995,"India",750,0,0,1,1,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,6,0,0,1,1,7500,1,1,1,2.141,99533.626,0.736,0.841,0.615,0.755,6,1
115,"Kashmiri Muslim separatists",1996,"India",750,0,0,1,1,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,7,0,0,1,1,7500,1,1,1,2.248,101213.224,0.743,0.841,0.602,0.755,7,1
115,"Kashmiri Muslim separatists",1997,"India",750,0,0,1,1,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,8,0,0,1,1,3501,1,1,1,2.333,103077.328,0.746,0.841,0.602,0.755,8,1
115,"Kashmiri Muslim separatists",1998,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,9,0,0,1,1,3500,1,1,1,2.438,105011.681,0.75,0.841,0.602,0.755,9,1
115,"Kashmiri Muslim separatists",1999,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,10,0,0,1,1,3500,1,0,1,2.544,107117.443,0.738,0.841,0.602,0.755,10,2
115,"Kashmiri Muslim separatists",2000,"India",750,0,1,1,1,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,11,0,0,1,1,4250,1,0,1,2.626,108852.413,0.726,0.841,0.6,0.755,11,3
115,"Kashmiri Muslim separatists",2001,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,12,0,0,1,1,4250,1,0,1,2.725,110876.088,0.726,0.841,0.584,0.755,12,1
115,"Kashmiri Muslim separatists",2002,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,13,0,0,1,1,4250,1,1,1,2.821,112485.588,0.73,0.841,0.584,0.749,13,2
115,"Kashmiri Muslim separatists",2003,"India",750,0,1,1,1,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,14,0,0,1,1,2750,1,1,1,2.977,114789.698,0.736,0.876,0.584,0.71,14,3
115,"Kashmiri Muslim separatists",2004,"India",750,0,1,1,1,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,15,0,0,1,1,2320,1,0,1,3.155,116550.704,0.73,0.845,0.584,0.71,15,1
115,"Kashmiri Muslim separatists",2005,"India",750,0,1,1,1,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,16,0,0,1,1,3301,1,0,1,3.372,118714.254,0.725,0.847,0.581,0.71,16,1
115,"Kashmiri Muslim separatists",2006,"India",750,0,1,1,1,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,17,0,0,1,1,2925,1,0,1,3.61,120457.622,0.719,0.847,0.576,0.71,17,1
115,"Kashmiri Muslim separatists",2007,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,18,0,0,1,1,1140,1,0,1,3.834,122337.576,0.719,0.846,0.576,0.71,18,1
115,"Kashmiri Muslim separatists",2008,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,19,0,0,1,1,4075,1,0,1,4.014,123561.457,0.719,0.846,0.576,0.71,19,2
115,"Kashmiri Muslim separatists",2009,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,20,0,0,1,1,2650,1,0,1,4.24,125656.863,0.684,0.846,0.575,0.71,20,3
115,"Kashmiri Muslim separatists",2010,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,21,0,0,1,1,800,1,0,1,4.542,127657.034,0.679,0.846,0.567,0.692,21,4
115,"Kashmiri Muslim separatists",2011,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,22,0,0,1,1,400,1,0,1,4.773,129020.174,0.679,0.858,0.567,0.692,22,5
115,"Kashmiri Muslim separatists",2012,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,23,0,0,1,1,250,1,0,1,5.009,130793.978,0.676,0.854,0.551,0.692,23,6
115,"Kashmiri Muslim separatists",2013,"India",750,0,0,0,0,"0","Violent",1,"0",0.0045,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,24,0,0,2,1,300,1,0,1,5.217,132392.657,0.658,0.843,0.566,0.702,24,7
116,"Katanga-led leftists",1960,"Democratic Republic of Congo",490,0,0,0,0,"0","Violent",2,"1",0.126,"0","Excluded","0",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,13500,1,0,0,2.084,1729.808,0.225,0.231,0.22,0.068,1,1
116,"Katanga-led leftists",1961,"Democratic Republic of Congo",490,0,0,1,1,"0","Violent",2,"1",0.126,"0","Excluded","0",0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,13500,1,0,0,1.992,1754.751,0.288,0.23,0.262,0.102,2,2
116,"Katanga-led leftists",1962,"Democratic Republic of Congo",490,0,0,1,1,"0","Violent",2,"1",0.126,"0","Excluded","0",0,0,0,1,0,0,1,0,0,0,3,0,0,1,1,13500,1,0,0,2.116,1811.637,0.288,0.23,0.262,0.102,3,1
116,"Katanga-led leftists",1963,"Democratic Republic of Congo",490,0,0,0,0,"0","Violent",2,"1",0.126,"0","Excluded","0",0,0,0,1,0,0,1,0,0,0,4,0,0,1,1,13500,0,0,0,2.15,1863.451,0.288,0.223,0.256,0.102,4,1
116,"Katanga-led leftists",1964,"Democratic Republic of Congo",490,0,0,0,0,"0","Violent",1,"0",0.07,"0","Excluded","0",0,0,0,1,0,0,1,0,0,0,5,0,0,1,0,4000,NA,NA,NA,2.1,1903.189,0.288,0.223,0.256,0.102,5,2
116,"Katanga-led leftists",1965,"Democratic Republic of Congo",490,0,0,0,0,"0","Violent",1,"0",0.07,"0","Excluded","0",0,0,0,1,0,0,1,0,0,0,6,0,0,2,0,4000,NA,NA,NA,2.107,1952.918,0.205,0.223,0.257,0.102,6,3
117,"Khmer Rouge",1960,"Cambodia",811,0,0,0,0,"0","Violent",1,"0",0.815,"1","Incumbents","1",1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,101,1,0,1,0.894,613.412,0.269,0.328,0.282,0.437,1,1
117,"Khmer Rouge",1961,"Cambodia",811,0,0,0,0,"0","Violent",1,"0",0.815,"1","Incumbents","1",1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,101,1,0,1,0.903,628.867,0.269,0.328,0.29,0.437,2,2
117,"Khmer Rouge",1962,"Cambodia",811,0,0,0,0,"0","Violent",1,"0",0.815,"1","Incumbents","1",1,1,0,0,0,0,0,0,1,0,3,0,0,1,0,101,1,0,1,0.925,644.964,0.264,0.328,0.29,0.437,3,3
117,"Khmer Rouge",1963,"Cambodia",811,0,0,0,0,"0","Violent",2,"1",0.83,"1","Mixed","0",1,1,0,0,0,0,0,0,1,0,4,0,0,1,0,201,1,0,1,0.938,661.899,0.263,0.328,0.29,0.437,4,4
117,"Khmer Rouge",1964,"Cambodia",811,0,0,0,0,"0","Violent",2,"1",0.83,"1","Mixed","0",1,1,0,0,0,0,0,0,1,0,5,0,0,1,0,201,1,0,1,0.945,675.877,0.263,0.328,0.293,0.459,5,5
117,"Khmer Rouge",1965,"Cambodia",811,0,0,0,0,"0","Violent",2,"1",0.83,"1","Mixed","0",1,1,0,0,0,0,0,0,1,0,6,0,0,1,0,201,1,0,1,0.96,696.509,0.263,0.328,0.293,0.459,6,6
117,"Khmer Rouge",1966,"Cambodia",811,0,0,0,0,"0","Violent",2,"1",0.83,"1","Mixed","0",1,1,0,0,0,0,0,0,1,0,7,0,0,1,0,201,1,0,1,0.978,712.435,0.263,0.328,0.293,0.459,7,7
117,"Khmer Rouge",1967,"Cambodia",811,0,0,0,0,"0","Violent",2,"1",0.83,"1","Mixed","0",1,1,0,0,0,0,0,0,1,0,8,0,0,1,0,15000,1,0,1,1.002,727.147,0.261,0.28,0.293,0.459,8,8
117,"Khmer Rouge",1968,"Cambodia",811,0,0,0,0,"0","Violent",2,"1",0.83,"1","Mixed","0",1,1,0,0,0,0,0,0,1,0,9,0,0,1,0,25000,1,0,1,1.031,746.138,0.261,0.28,0.293,0.459,9,9
117,"Khmer Rouge",1969,"Cambodia",811,0,0,0,0,"0","Violent",2,"1",0.83,"1","Mixed","0",1,1,0,0,0,0,0,0,1,0,10,0,0,1,0,28400,1,0,1,1.079,766.84,0.261,0.326,0.293,0.459,10,10
117,"Khmer Rouge",1970,"Cambodia",811,0,0,0,0,"0","Violent",2,"1",0.83,"1","Mixed","0",1,1,0,0,0,0,0,0,1,0,11,0,0,1,0,75000,1,0,0,1.177,798.203,0.161,0.303,0.168,0.34,11,11
117,"Khmer Rouge",1971,"Cambodia",811,0,0,0,0,"0","Violent",2,"1",0.84,"1","Mixed","0",1,1,0,0,0,0,0,0,1,0,12,0,0,1,0,125000,1,0,0,1.176,809.577,0.139,0.303,0.164,0.287,12,12
117,"Khmer Rouge",1972,"Cambodia",811,0,0,0,0,"0","Violent",2,"1",0.84,"1","Mixed","0",1,1,0,0,0,0,0,0,1,0,13,0,0,1,0,2e+05,1,0,0,1.13,815.899,0.149,0.303,0.164,0.287,13,13
117,"Khmer Rouge",1973,"Cambodia",811,0,0,0,0,"0","Violent",2,"1",0.84,"1","Mixed","0",1,1,0,0,0,0,0,0,1,0,14,0,0,1,0,205001,1,0,0,1.092,808.516,0.165,0.303,0.164,0.287,14,14
117,"Khmer Rouge",1974,"Cambodia",811,0,0,0,0,"0","Violent",2,"1",0.84,"1","Mixed","0",1,1,0,0,0,0,0,0,1,0,15,0,0,1,0,180000,1,0,0,1.027,808.712,0.165,0.303,0.161,0.287,15,15
117,"Khmer Rouge",1975,"Cambodia",811,1,1,1,1,"0","Violent",2,"1",0.84,"1","Mixed","0",1,1,0,0,0,0,0,0,1,0,16,0,0,2,0,180000,1,0,0,0.988,806.319,0.067,0.013,0.144,0.014,16,16
118,"Kifaya",2003,"Egypt",651,0,0,0,1,"1","Nonviolent",2,"1",1,"1","Mixed","0",1,1,0,0,0,0,0,0,1,1,8,0,0,0,0,10000,0,1,0,5.594,7635.199,0.208,0.262,0.235,0.173,1,1
118,"Kifaya",2004,"Egypt",651,0,0,0,1,"1","Nonviolent",2,"1",1,"1","Mixed","0",1,1,0,0,0,0,0,0,1,2,8,0,0,1,0,300,0,1,0,5.699,7807.665,0.211,0.262,0.238,0.173,2,1
118,"Kifaya",2005,"Egypt",651,0,0,0,0,"1","Nonviolent",2,"1",1,"1","Mixed","0",1,1,0,0,0,0,0,0,1,3,8,0,0,2,0,7000,0,1,0,5.904,7940.502,0.212,0.262,0.238,0.173,3,1
119,"Kosovo Albanian",1989,"Yugoslavia",345,0,0,0,0,"1","Hybrid",1,"0",0.09,"0","Excluded","0",0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,12000,0,0,1,7.675,1839.499,0.138,0.153,0.711,0.68,1,1
119,"Kosovo Albanian",1990,"Yugoslavia",345,0,0,0,0,"1","Hybrid",1,"0",0.09,"0","Excluded","0",0,0,0,1,0,0,1,0,1,3,0,0,0,1,1,5000,1,0,1,7.432,1396.108,0.202,0.201,0.686,0.614,2,2
119,"Kosovo Albanian",1991,"Yugoslavia",345,0,0,0,0,"1","Nonviolent",1,"0",0.09,"0","Excluded","0",0,0,0,1,0,0,1,0,1,4,0,0,1,1,1,2001,1,1,1,6.866,1124.141,0.164,0.154,0.67,0.536,3,3
119,"Kosovo Albanian",1992,"Yugoslavia",345,0,0,0,1,"1","Nonviolent",1,"0",0.1,"0","Excluded","0",0,0,0,1,0,0,1,0,1,5,0,0,0,1,1,2001,1,0,1,6.061,1010.361,0.241,0.166,0.672,0.541,4,4
119,"Kosovo Albanian",1993,"Yugoslavia",345,0,0,0,0,"1","Hybrid",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,0,1,6,0,0,0,1,1,NA,1,1,1,5.324,949.925,0.292,0.166,0.657,0.541,5,1
119,"Kosovo Albanian",1994,"Yugoslavia",345,0,0,0,0,"1","Nonviolent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,0,1,7,0,0,0,1,1,NA,0,0,1,5.217,930.261,0.292,0.166,0.661,0.59,6,2
119,"Kosovo Albanian",1995,"Yugoslavia",345,0,0,0,0,"1","Nonviolent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,0,1,8,0,0,0,1,1,NA,0,0,1,5.281,913.852,0.292,0.166,0.659,0.59,7,3
119,"Kosovo Albanian",1996,"Yugoslavia",345,0,0,0,0,"1","Hybrid",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,0,1,10,0,0,0,1,1,NA,0,0,1,5.59,901.064,0.296,0.166,0.659,0.676,8,4
119,"Kosovo Albanian",1997,"Yugoslavia",345,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,0,1,11,1,1,0,1,1,20000,0,0,1,5.983,889.254,0.3,0.166,0.659,0.676,9,5
119,"Kosovo Albanian",1998,"Yugoslavia",345,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,0,1,12,2,1,0,1,1,20000,0,1,1,6.288,870.175,0.299,0.19,0.659,0.593,10,6
119,"Kosovo Albanian",1999,"Yugoslavia",345,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,0,1,13,3,1,0,2,1,10000,0,1,1,6.346,822.769,0.299,0.19,0.659,0.593,11,7
120,"Kosovo Albanian nationalist movement",1981,"Yugoslavia",345,0,0,0,0,"1","Nonviolent",1,"0",0.09,"0","Excluded","0",0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,20000,0,0,0,7.181,2385.501,0.136,0.205,0.7,0.659,1,1
121,"Kurdish Secession against Saddam",1985,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,16,0,0,0,1,22000,1,0,0,7.826,1601.363,0.08,0.036,0.359,0.034,1,1
121,"Kurdish Secession against Saddam",1986,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,17,0,0,1,1,22000,1,0,0,7.825,1655.571,0.08,0.036,0.359,0.034,2,2
121,"Kurdish Secession against Saddam",1987,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,18,0,0,1,1,22000,1,0,0,7.941,1728.092,0.08,0.036,0.359,0.034,3,3
121,"Kurdish Secession against Saddam",1988,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,19,0,0,1,1,60000,1,0,0,7.438,1798.939,0.08,0.036,0.359,0.034,4,4
121,"Kurdish Secession against Saddam",1989,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,20,0,0,1,1,49000,1,0,0,6.633,1865.267,0.081,0.036,0.362,0.034,5,5
121,"Kurdish Secession against Saddam",1990,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,21,0,0,1,1,49000,1,1,0,5.66,1949.998,0.081,0.036,0.334,0.047,6,6
121,"Kurdish Secession against Saddam",1991,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,22,0,0,1,1,49000,1,1,1,3.32,1906.136,0.08,0.034,0.264,0.047,7,7
121,"Kurdish Secession against Saddam",1992,"Iraq",645,0,0,1,1,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,23,0,0,1,1,57000,1,1,0,3.313,2004.637,0.08,0.034,0.26,0.047,8,8
121,"Kurdish Secession against Saddam",1993,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,24,0,0,2,1,57000,1,1,0,3.65,2129.603,0.081,0.034,0.26,0.047,9,1
122,"Kurdish rebellion",1961,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,15000,1,0,1,6.987,767.061,0.093,0.126,0.388,0.247,1,1
122,"Kurdish rebellion",1962,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,2,0,0,1,1,15000,1,1,1,7.2,792.66,0.093,0.126,0.388,0.247,2,2
122,"Kurdish rebellion",1963,"Iraq",645,0,0,0,1,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,3,0,0,1,1,15000,1,1,1,7.321,817.426,0.07,0.063,0.364,0.032,3,3
122,"Kurdish rebellion",1964,"Iraq",645,0,0,1,1,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,4,0,0,1,1,15000,1,0,1,7.536,840.223,0.069,0.063,0.363,0.174,4,1
122,"Kurdish rebellion",1965,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,5,0,0,1,1,15000,1,0,1,7.664,866.018,0.073,0.063,0.363,0.204,5,1
122,"Kurdish rebellion",1966,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,6,0,0,1,1,15000,1,0,1,7.57,893.567,0.077,0.063,0.364,0.204,6,2
122,"Kurdish rebellion",1967,"Iraq",645,0,0,0,0,"0","Violent",1,"0",0.17,"0","Excluded","0",0,0,0,1,0,0,1,1,1,0,7,0,0,1,1,45000,1,0,1,7.133,916.979,0.079,0.063,0.368,0.204,7,3
